File_name,Probability
ehmkjtFk_cough,0.0190904438495636
UCxrHdoP_cough,0.01828184723854065
afJveyWf_cough,0.020530104637145996
ckgXCsSh_cough,0.013104498386383057
KprOlhNx_cough,0.05588430166244507
JehAhCaE_cough,0.2972075939178467
DunAlhxv_cough,0.013346344232559204
CoyhqPLm_cough,0.027459949254989624
mVQBuiGw_cough,0.0017452538013458252
bjcUmenP_cough,0.03223133087158203
sgwreYgg_cough,0.006922394037246704
HhhocZEV_cough,0.0030130743980407715
DzizENKn_cough,0.5647375583648682
JLhDVjSr_cough,0.2173445224761963
kGVdairD_cough,0.00012552738189697266
gcGLStuN_cough,0.004568636417388916
ounZaWgG_cough,0.012968301773071289
WQBufnuO_cough,0.02215251326560974
EZSWciix_cough,0.0016728639602661133
uLOxrlXr_cough,0.19169774651527405
yuNCoEIF_cough,0.02450302243232727
HhpwlOVW_cough,0.16597110033035278
QmeXlzlQ_cough,0.46894851326942444
xFFCAcrY_cough,0.01697346568107605
wQyhQFBw_cough,0.04846179485321045
gWTHiuBL_cough,0.0006182193756103516
qBpDlpFB_cough,0.07065793871879578
zUqPzTID_cough,0.015385746955871582
MjNNLBTN_cough,0.00707659125328064
FlFoYXGL_cough,0.0951944887638092
KZOrrbAo_cough,0.08368265628814697
lIgpnTNP_cough,0.07609930634498596
GIqUBFVk_cough,0.015619099140167236
yRSWltMg_cough,0.0018915832042694092
OmTUDJcg_cough,0.004984438419342041
soYHZimi_cough,0.005104929208755493
uWFfLwxn_cough,0.26237064599990845
WYIeWEQq_cough,0.05025607347488403
StTvhYPH_cough,0.004998713731765747
JrPWlBeA_cough,0.03652110695838928
mTMgKXaZ_cough,0.014391928911209106
XJDNmXtl_cough,0.6880061626434326
sxgSkeOB_cough,0.0022268593311309814
kVkhjGtq_cough,7.247661415021867e-05
TpJBEZPa_cough,0.03537449240684509
pXQIuyyL_cough,0.00829663872718811
lPFIZAfy_cough,0.7495895624160767
jWeAVPKH_cough,0.02591988444328308
KZIEiWXV_cough,0.10580840706825256
dwaqMKqq_cough,0.001069575548171997
CWddtKXB_cough,0.01888573169708252
FKYaoDOS_cough,0.0010486245155334473
GplcvFsx_cough,0.015105396509170532
cbkIiwMX_cough,0.01696324348449707
ToLMZDYP_cough,0.14677640795707703
dKUGTiRC_cough,0.009014785289764404
lpYYQSxc_cough,0.003840535879135132
THwkBxaX_cough,0.2866843342781067
PfrsHuBe_cough,0.00476112961769104
SzJQkTIT_cough,0.0006298720836639404
cWURIWCz_cough,0.0008859038352966309
UCqxsZwK_cough,0.283627450466156
dDXuJSpi_cough,0.0023500025272369385
KOgImSJa_cough,0.03582009673118591
gZVDhgZY_cough,0.0009378194808959961
GLCWliNk_cough,0.003439486026763916
FfBPCKwh_cough,0.03433075547218323
KGuonaXO_cough,0.006347298622131348
yjIQOkDA_cough,0.06501758098602295
uuCtsZFv_cough,0.03206959366798401
rUWqnxAp_cough,0.0011800527572631836
XKxLAhSf_cough,0.0010459721088409424
BzcAwGFd_cough,0.005695432424545288
eUUHooKg_cough,0.004590332508087158
rmBBxhbQ_cough,0.0001291334629058838
msNvUyTM_cough,0.004651248455047607
OEHEpOCH_cough,0.11847063899040222
uyQAkgpE_cough,9.11502429516986e-05
GEfWxHeL_cough,0.013892590999603271
GObuiXHN_cough,0.0035567283630371094
VuTGviHM_cough,0.02031087875366211
ipciHykc_cough,0.01240202784538269
wDhMMtHt_cough,0.000278472900390625
UmjXXHXk_cough,0.8681246638298035
cOmUSzUE_cough,0.397502601146698
exQVkMse_cough,0.5224529504776001
kQmIYiFR_cough,0.0005331039428710938
OdPUqRNh_cough,0.0699615478515625
WCnmhxzz_cough,0.0007599294185638428
VchNeCak_cough,0.30134469270706177
KbpBRjuj_cough,0.02152925729751587
gzemjweX_cough,0.00010598004155326635
fqEltULk_cough,0.0005032718181610107
LEaFsEXZ_cough,0.532299280166626
xYcIyrAo_cough,0.01620420813560486
XXakUZII_cough,0.0015701651573181152
crvwgxeL_cough,0.09790453314781189
UuJQfbVq_cough,0.00026467442512512207
iceafNqS_cough,0.4446578621864319
GfwsfmKm_cough,0.2385655641555786
BBaGPdmr_cough,0.0010274648666381836
kLvFGAyB_cough,0.00018411874771118164
qVcyLkib_cough,0.018733114004135132
ioIMmFig_cough,0.007428854703903198
wpCwJBTF_cough,0.007547855377197266
FhcDrfiK_cough,0.10027971863746643
WusWmAzs_cough,0.11854922771453857
rZAYkKht_cough,0.009350597858428955
MGvHBGNu_cough,2.473103995725978e-05
PVafGhoy_cough,0.012588798999786377
IPELQFCb_cough,2.858554944396019e-05
omUdAqrm_cough,0.9515488743782043
XGPsTRpk_cough,0.022501349449157715
WLIqXgyN_cough,0.0023543834686279297
JFZqhtcW_cough,0.006877034902572632
afZPydVk_cough,0.04341736435890198
fJchBhyn_cough,0.0063464343547821045
aIfvJExf_cough,0.0015772879123687744
gNVALfwQ_cough,0.003336310386657715
GshRCvAv_cough,0.15021580457687378
GJJSBRce_cough,0.6536421775817871
vMVuXCmt_cough,0.0020666420459747314
RZjnzaSQ_cough,0.0018228888511657715
hLYhwEmF_cough,0.00022035837173461914
jNSTlfsu_cough,0.0034321248531341553
CjTitBQN_cough,0.003010660409927368
BbAdkmFr_cough,0.0011257529258728027
gOLEVrUH_cough,0.001938164234161377
CoTatHnd_cough,0.0015741586685180664
xiffVZai_cough,0.003071337938308716
AwwXtDoi_cough,0.0091513991355896
AANLEpRH_cough,0.042418211698532104
nrsvRpdC_cough,0.06479543447494507
GYuRUNBL_cough,0.7059532403945923
bTlwObMW_cough,0.009534239768981934
smmUBYDv_cough,0.6452005505561829
DhJdSBmk_cough,0.00968429446220398
MZCLnzpJ_cough,0.003638714551925659
vAntDzRK_cough,0.17406317591667175
ctMErELu_cough,0.846817135810852
zXcVmSjz_cough,0.1154332160949707
QoFGjtcL_cough,0.00020048022270202637
lemIAAkf_cough,0.0031726956367492676
vHMnTmYV_cough,0.016037046909332275
aEaafsyy_cough,0.004670083522796631
zRVZKteS_cough,0.003843843936920166
bnVPMUBm_cough,0.007016927003860474
KAIJzKJF_cough,0.03389376401901245
gWwkABzx_cough,0.0006944239139556885
qnqAFsWj_cough,0.10200586915016174
azJabgyp_cough,0.3727582097053528
RLnjVWbi_cough,0.0022438764572143555
qkXLfKYY_cough,0.07860621809959412
TupDqwGa_cough,0.02475982904434204
ymhTQYXr_cough,0.006620615720748901
wMLJkjMX_cough,0.011873424053192139
rofBlNmj_cough,0.0021365582942962646
TGYABBuO_cough,0.3012583255767822
ZpJqOMcL_cough,0.6117190718650818
YKBmjMwZ_cough,0.016046762466430664
MdqURHoU_cough,0.004281967878341675
Jbiofqeg_cough,0.006788045167922974
jiyeLSYD_cough,0.6251844763755798
xMTJMNNT_cough,0.0006491541862487793
JeMoSOUq_cough,9.807769674807787e-05
jXOfNYlD_cough,0.15027910470962524
rfWjVvbt_cough,0.3536551296710968
sSBDUFmO_cough,0.005688756704330444
UiKOyQZr_cough,0.004502922296524048
CklhmkTY_cough,0.9272075891494751
UvCFYcxT_cough,0.022214531898498535
TLsCFBej_cough,0.38368260860443115
KnEboMWn_cough,0.06162944436073303
gClEqoBt_cough,0.40615275502204895
ENfBSmJk_cough,0.0009573101997375488
hQMiivsp_cough,0.0009823739528656006
aLNnDlxP_cough,0.0009732544422149658
VWaaFLEQ_cough,0.003603309392929077
WfwNAfdm_cough,0.028428852558135986
BaZcyJgc_cough,0.853192925453186
paCvBpst_cough,0.00028699636459350586
zddlOqjc_cough,0.1253332495689392
sGQWtRoW_cough,0.04482337832450867
jQSyVzMo_cough,0.00932738184928894
SLJYnnDN_cough,0.00041222572326660156
ShbYYSOa_cough,0.03398886322975159
OEpLpiTK_cough,0.000834047794342041
EIPrRHMo_cough,0.0014090538024902344
UQPEaGBR_cough,0.1843106746673584
YKQyHzFB_cough,0.0017574727535247803
xttlVujA_cough,0.0006688237190246582
BAzhdEvl_cough,0.0011991560459136963
AcenuUDE_cough,0.0003337264060974121
XDnFfIEQ_cough,0.8605650663375854
wPfTqYqS_cough,0.0005775094032287598
kTXByYrj_cough,0.32896536588668823
qnAnstwH_cough,0.06465297937393188
pUpJCSFO_cough,0.009497135877609253
YgQNMnrp_cough,0.011842340230941772
rOatPlPP_cough,0.05818521976470947
iPoURhRJ_cough,0.024302572011947632
ZoCQwLsw_cough,0.1803308129310608
QQerVWEP_cough,0.023842722177505493
hHcFPYZG_cough,0.0605430006980896
hIZByjLl_cough,0.08603614568710327
XImtwBWa_cough,0.009117037057876587
JMrOhqvd_cough,0.1002015471458435
OUcTImaS_cough,0.002344578504562378
FpKHVkOj_cough,0.1309056580066681
